City,State,station_count,total_ports,city_state
Belleville,NJ,1,1,"Belleville, NJ"
Beresford,SD,1,1,"Beresford, SD"
Belville,NC,1,4,"Belville, NC"
Benton,KY,1,2,"Benton, KY"
Bentoin,AR,1,6,"Bentoin, AR"
Bentleyville,PA,1,1,"Bentleyville, PA"
Benson,AZ,1,4,"Benson, AZ"
Bennsville,MD,1,1,"Bennsville, MD"
Bennington,IN,1,1,"Bennington, IN"
"Beltsville, Maryland",MD,1,2,"Beltsville, Maryland, MD"
Bellevue,OH,1,4,"Bellevue, OH"
Belton,SC,1,2,"Belton, SC"
Belpre,OH,1,2,"Belpre, OH"
Belmont,OH,1,4,"Belmont, OH"
Bellwood,IL,1,4,"Bellwood, IL"
Bellows Falls,VT,1,4,"Bellows Falls, VT"
Bellingham,MA,1,6,"Bellingham, MA"
Beaverdam,OH,1,4,"Beaverdam, OH"
Beaver Dam,WI,1,8,"Beaver Dam, WI"
Beaver,PA,1,2,"Beaver, PA"
Bannockburn,IL,1,4,"Bannockburn, IL"
Bartonsville,PA,1,8,"Bartonsville, PA"
Bartlett,TN,1,5,"Bartlett, TN"
Barre,MA,1,2,"Barre, MA"
Barnwell,SC,1,2,"Barnwell, SC"
Barnegat,NJ,1,8,"Barnegat, NJ"
Barboursville,WV,1,4,"Barboursville, WV"
Balmorhea,TX,1,4,"Balmorhea, TX"
Beasley,TX,1,4,"Beasley, TX"
Ballinger,TX,1,1,"Ballinger, TX"
Ball Ground,GA,1,2,"Ball Ground, GA"
Baldwin,MI,1,2,"Baldwin, MI"
Baldswinsville,NY,1,8,"Baldswinsville, NY"
Balcones Heights,TX,1,6,"Balcones Heights, TX"
Bal Harbor,FL,1,8,"Bal Harbor, FL"
Bartonville,TX,1,2,"Bartonville, TX"
Bassett,VA,1,1,"Bassett, VA"
Batavia,IL,1,2,"Batavia, IL"
Baxley,GA,1,1,"Baxley, GA"
Baxter Springs,KS,1,4,"Baxter Springs, KS"
Bay Harbor,MI,1,4,"Bay Harbor, MI"
Bay Harbor Islands,FL,1,2,"Bay Harbor Islands, FL"
Bayberry,NY,1,2,"Bayberry, NY"
Bayonne,NJ,1,2,"Bayonne, NJ"
Bayport,NY,1,3,"Bayport, NY"
Bayshore,NY,1,6,"Bayshore, NY"
Baywood-los Osos,CA,1,15,"Baywood-los Osos, CA"
Beach Park,IL,1,4,"Beach Park, IL"
Beacon Falls,CT,1,4,"Beacon Falls, CT"
Bealeton,VA,1,8,"Bealeton, VA"
Bear Mnt,NY,1,2,"Bear Mnt, NY"
Bear Valley,CA,1,2,"Bear Valley, CA"
Benton City,WA,1,3,"Benton City, WA"
Bermuda Run,NC,1,4,"Bermuda Run, NC"
Bakerfield,CA,1,2,"Bakerfield, CA"
Blue Springs,MS,1,2,"Blue Springs, MS"
Bogata,NJ,1,6,"Bogata, NJ"
Bogart,GA,1,6,"Bogart, GA"
Bock,MN,1,1,"Bock, MN"
Blythewood,SC,1,4,"Blythewood, SC"
Bluffton,IN,1,1,"Bluffton, IN"
Bluemont,VA,1,2,"Bluemont, VA"
Blue River,OR,1,2,"Blue River, OR"
Bon Air,VA,1,2,"Bon Air, VA"
Blue Point,NY,1,2,"Blue Point, NY"
Blue Mountain Lake,NY,1,4,"Blue Mountain Lake, NY"
Blue Jay,CA,1,1,"Blue Jay, CA"
Blue Eye,MO,1,10,"Blue Eye, MO"
Blue Diamond,NV,1,2,"Blue Diamond, NV"
Blountville,TN,1,2,"Blountville, TN"
Boiling Spring,PA,1,1,"Boiling Spring, PA"
Bondurant,IA,1,2,"Bondurant, IA"
Bernardsville,NJ,1,2,"Bernardsville, NJ"
Bordentown,NJ,1,2,"Bordentown, NJ"
Box Elder,SD,1,2,"Box Elder, SD"
Bowmansville,PA,1,8,"Bowmansville, PA"
Bowling Green,MO,1,2,"Bowling Green, MO"
Bow,WA,1,6,"Bow, WA"
Boulder,UT,1,4,"Boulder, UT"
Boston,NY,1,1,"Boston, NY"
Borden,IN,1,2,"Borden, IN"
Bonham,TX,1,1,"Bonham, TX"
Bootwyn,PA,1,8,"Bootwyn, PA"
Boothbay,ME,1,3,"Boothbay, ME"
Boonville,NY,1,1,"Boonville, NY"
Boonville,CA,1,6,"Boonville, CA"
Boonton,NJ,1,10,"Boonton, NJ"
Boone,IA,1,1,"Boone, IA"
Blountstown,FL,1,2,"Blountstown, FL"
Blossburg,PA,1,2,"Blossburg, PA"
Blooming Prairie,MN,1,4,"Blooming Prairie, MN"
Betterton,MD,1,2,"Betterton, MD"
Big Timber,MT,1,4,"Big Timber, MT"
Big Stone Gap,VA,1,4,"Big Stone Gap, VA"
Big Pine Key,FL,1,8,"Big Pine Key, FL"
Big Lake,TX,1,2,"Big Lake, TX"
Big Flats,NY,1,2,"Big Flats, NY"
Bevington,IA,1,4,"Bevington, IA"
Bethpage,NY,1,2,"Bethpage, NY"
Blasdell,NY,1,4,"Blasdell, NY"
Bethany,CT,1,2,"Bethany, CT"
Bessemer,MI,1,2,"Bessemer, MI"
Berwick,LA,1,3,"Berwick, LA"
Bertsch-oceanview,CA,1,2,"Bertsch-oceanview, CA"
Berryville,VA,1,2,"Berryville, VA"
Berne,IN,1,2,"Berne, IN"
Bigfork,MN,1,4,"Bigfork, MN"
Bigfork,MT,1,1,"Bigfork, MT"
Biglake,TX,1,2,"Biglake, TX"
Binger,OK,1,4,"Binger, OK"
Bingham Farms,MI,1,4,"Bingham Farms, MI"
Birchwood,WI,1,1,"Birchwood, WI"
Bixby,OK,1,1,"Bixby, OK"
Black River,NY,1,6,"Black River, NY"
Blackhawk,CA,1,2,"Blackhawk, CA"
Blacklick,OH,1,1,"Blacklick, OH"
Blackshear,GA,1,2,"Blackshear, GA"
Blackstone,VA,1,2,"Blackstone, VA"
Blackville,SC,1,2,"Blackville, SC"
Blairsville,PA,1,2,"Blairsville, PA"
Blakely,PA,1,1,"Blakely, PA"
Blanchard,MI,1,2,"Blanchard, MI"
Blanco,TX,1,1,"Blanco, TX"
Bakersville,NC,1,2,"Bakersville, NC"
Baker,NV,1,2,"Baker, NV"
Boyce,VA,1,2,"Boyce, VA"
Alorton,IL,1,6,"Alorton, IL"
Altos Hills,CA,1,16,"Altos Hills, CA"
Alton,VA,1,2,"Alton, VA"
Alto,GA,1,4,"Alto, GA"
Altavista,VA,1,4,"Altavista, VA"
Alta,UT,1,2,"Alta, UT"
Alpine,TN,1,2,"Alpine, TN"
Aloha,OR,1,2,"Aloha, OR"
Alva,OK,1,2,"Alva, OK"
Alma,CO,1,3,"Alma, CO"
Alma,AR,1,12,"Alma, AR"
Allendale,NJ,1,4,"Allendale, NJ"
Allendale,MI,1,1,"Allendale, MI"
Allen,NE,1,2,"Allen, NE"
Allamuchy,NJ,1,12,"Allamuchy, NJ"
Altus,OK,1,2,"Altus, OK"
Alvin,TX,1,1,"Alvin, TX"
Angelica,NY,1,4,"Angelica, NY"
Anadarko,OK,1,6,"Anadarko, OK"
Andrews,TX,1,2,"Andrews, TX"
Andover,KS,1,2,"Andover, KS"
Andover,CT,1,2,"Andover, CT"
Anderson,TX,1,1,"Anderson, TX"
Anderson,IN,1,4,"Anderson, IN"
Anahola,HI,1,2,"Anahola, HI"
Anaconda,MT,1,2,"Anaconda, MT"
Alys Beach,FL,1,4,"Alys Beach, FL"
Ammon,ID,1,1,"Ammon, ID"
Amit,OR,1,2,"Amit, OR"
Amherst,OH,1,1,"Amherst, OH"
Amer Cyn,CA,1,2,"Amer Cyn, CA"
Amelia Island,FL,1,2,"Amelia Island, FL"
Amagansett,NY,1,4,"Amagansett, NY"
Algoma,WI,1,2,"Algoma, WI"
Alfred,NY,1,6,"Alfred, NY"
Alexandria,NH,1,1,"Alexandria, NH"
Acton,CA,1,3,"Acton, CA"
Afton,NY,1,4,"Afton, NY"
Adelphi,MD,1,4,"Adelphi, MD"
Adelanto,CA,1,15,"Adelanto, CA"
Adel,IA,1,4,"Adel, IA"
Addis,LA,1,2,"Addis, LA"
Adams,TN,1,2,"Adams, TN"
Acme,PA,1,1,"Acme, PA"
Alexander,NY,1,4,"Alexander, NY"
Accokeek,MD,1,2,"Accokeek, MD"
Absecon,NJ,1,3,"Absecon, NJ"
Abesecon,NJ,1,4,"Abesecon, NJ"
Aberdeen Proving Ground,MD,1,2,"Aberdeen Proving Ground, MD"
Aberdeen,NJ,1,2,"Aberdeen, NJ"
Abbott,TX,1,8,"Abbott, TX"
Afton,VA,1,2,"Afton, VA"
Aguilar,CO,1,2,"Aguilar, CO"
Ahwahnee,CA,1,10,"Ahwahnee, CA"
Akron,NY,1,3,"Akron, NY"
Akron,PA,1,2,"Akron, PA"
"Alameda, Ca",CA,1,2,"Alameda, Ca, CA"
Alamo,TX,1,4,"Alamo, TX"
Albans,VT,1,2,"Albans, VT"
Albany,MN,1,4,"Albany, MN"
Albany,NH,1,1,"Albany, NH"
Albany,VT,1,2,"Albany, VT"
Albia,IA,1,2,"Albia, IA"
Albion,IN,1,2,"Albion, IN"
Albion,MI,1,2,"Albion, MI"
Albion,NE,1,2,"Albion, NE"
Aldie,VA,1,2,"Aldie, VA"
Alexander,NC,1,2,"Alexander, NC"
Angel Fire,NM,1,2,"Angel Fire, NM"
Angels Camp,CA,1,2,"Angels Camp, CA"
Baileyville,ME,1,8,"Baileyville, ME"
Athens,TX,1,8,"Athens, TX"
Attica,NY,1,2,"Attica, NY"
Atoka,OK,1,1,"Atoka, OK"
Atlantic Beach,NY,1,4,"Atlantic Beach, NY"
Atlantic Beach,NC,1,6,"Atlantic Beach, NC"
Atlanta,AL,1,2,"Atlanta, AL"
Atkins,VA,1,8,"Atkins, VA"
Athena,OR,1,2,"Athena, OR"
Au Sable Charter Township,MI,1,4,"Au Sable Charter Township, MI"
Atco,NJ,1,2,"Atco, NJ"
Aston,PA,1,8,"Aston, PA"
Astoira,OR,1,4,"Astoira, OR"
Ashville,OH,1,4,"Ashville, OH"
Ashville,NC,1,6,"Ashville, NC"
Ashton,MD,1,4,"Ashton, MD"
Atwater,MN,1,2,"Atwater, MN"
Audubon,IA,1,4,"Audubon, IA"
Angwin,CA,1,2,"Angwin, CA"
Aventure,FL,1,4,"Aventure, FL"
Aztec,NM,1,2,"Aztec, NM"
Avondale,PA,1,2,"Avondale, PA"
Avondale,LA,1,7,"Avondale, LA"
Avon,MA,1,2,"Avon, MA"
Avoca,IA,1,4,"Avoca, IA"
Averill Park,NY,1,2,"Averill Park, NY"
Austin,NV,1,4,"Austin, NV"
Augusta,KS,1,1,"Augusta, KS"
Austin,AR,1,2,"Austin, AR"
Aurora,OR,1,4,"Aurora, OR"
Aurora,NY,1,2,"Aurora, NY"
Aulander,NC,1,2,"Aulander, NC"
Augusta,NJ,1,8,"Augusta, NJ"
Augusta,MO,1,1,"Augusta, MO"
Ashland City,TN,1,2,"Ashland City, TN"
Ashland,NH,1,8,"Ashland, NH"
Ashland,MA,1,6,"Ashland, MA"
Antlers,OK,1,4,"Antlers, OK"
Arden Hills,MN,1,2,"Arden Hills, MN"
Arco,ID,1,2,"Arco, ID"
Arcade,NY,1,2,"Arcade, NY"
Arbovale,WV,1,2,"Arbovale, WV"
Aquebogue,NY,1,1,"Aquebogue, NY"
Appleton City,MO,1,1,"Appleton City, MO"
Antigo,WI,1,2,"Antigo, WI"
Ashland,AL,1,2,"Ashland, AL"
Anthony,NM,1,1,"Anthony, NM"
Anthem,AZ,1,4,"Anthem, AZ"
Antelope,CA,1,1,"Antelope, CA"
Annapolis,CA,1,2,"Annapolis, CA"
Annandale,MN,1,2,"Annandale, MN"
"Ann Arbor, Mi",MI,1,1,"Ann Arbor, Mi, MI"
Arkansas City,KS,1,1,"Arkansas City, KS"
Arkoma,OK,1,2,"Arkoma, OK"
Arleta,CA,1,6,"Arleta, CA"
Arlington,OR,1,3,"Arlington, OR"
Arlington,WI,1,4,"Arlington, WI"
Arlington Heights,OH,1,1,"Arlington Heights, OH"
Armonk,NY,1,2,"Armonk, NY"
Arnold,MO,1,1,"Arnold, MO"
Arroyo Seco,NM,1,1,"Arroyo Seco, NM"
Artesia,CA,1,12,"Artesia, CA"
Asbury,MO,1,2,"Asbury, MO"
Ash Flat,AR,1,2,"Ash Flat, AR"
Ash Fork,AZ,1,4,"Ash Fork, AZ"
Ashburn,GA,1,16,"Ashburn, GA"
Ashfiled,MA,1,4,"Ashfiled, MA"
Ashford,CT,1,2,"Ashford, CT"
Ashford,WA,1,2,"Ashford, WA"
Boxborough,MA,1,2,"Boxborough, MA"
Boyertown,PA,1,6,"Boyertown, PA"
Columbus,NM,1,1,"Columbus, NM"
Chappell,NE,1,1,"Chappell, NE"
Charlotte,VT,1,2,"Charlotte, VT"
Charlotte,FL,1,6,"Charlotte, FL"
Charlestown,NH,1,2,"Charlestown, NH"
Charlestown,IN,1,2,"Charlestown, IN"
Charleston,IL,1,2,"Charleston, IL"
Charlemont,MA,1,2,"Charlemont, MA"
Chapel Hill,TN,1,2,"Chapel Hill, TN"
Chatham,LA,1,2,"Chatham, LA"
Chanute,KS,1,2,"Chanute, KS"
Channel View,TX,1,2,"Channel View, TX"
Channahon,IL,1,1,"Channahon, IL"
Chandler,TX,1,1,"Chandler, TX"
Chandler,OK,1,8,"Chandler, OK"
Chamberlain,SD,1,6,"Chamberlain, SD"
Chatauqua,NY,1,1,"Chatauqua, NY"
Chatsworth,GA,1,2,"Chatsworth, GA"
Chestnut Hill Meeting House,MA,1,8,"Chestnut Hill Meeting House, MA"
Cherryville,NC,1,2,"Cherryville, NC"
Chesterfield,NH,1,2,"Chesterfield, NH"
Chester,SC,1,2,"Chester, SC"
Chester,PA,1,10,"Chester, PA"
Chester,MD,1,3,"Chester, MD"
Chester,CT,1,2,"Chester, CT"
Chesapeake City,MD,1,2,"Chesapeake City, MD"
Cherry Valley,NY,1,2,"Cherry Valley, NY"
Chatsworth Lake Manor,CA,1,10,"Chatsworth Lake Manor, CA"
Cherry Hills Village,CO,1,4,"Cherry Hills Village, CO"
Cherokee,OK,1,4,"Cherokee, OK"
Cherokee,IA,1,4,"Cherokee, IA"
Checotah,OK,1,8,"Checotah, OK"
Cheboygen,MI,1,1,"Cheboygen, MI"
Chatt Hills,GA,1,4,"Chatt Hills, GA"
Chama,NM,1,2,"Chama, NM"
Chalmette,LA,1,12,"Chalmette, LA"
Central San Jose,CA,1,2,"Central San Jose, CA"
Castle Creek,NY,1,4,"Castle Creek, NY"
Cattaraugus,NY,1,2,"Cattaraugus, NY"
Catalina,AZ,1,3,"Catalina, AZ"
Castleton,VT,1,2,"Castleton, VT"
Castle Shannon,PA,1,6,"Castle Shannon, PA"
Castle Rock,WA,1,3,"Castle Rock, WA"
Castle Hayne,NC,1,2,"Castle Hayne, NC"
Castaic,CA,1,12,"Castaic, CA"
Central Lake,MI,1,2,"Central Lake, MI"
Cass Lake,MN,1,8,"Cass Lake, MN"
Cashiers,NC,1,2,"Cashiers, NC"
Cascade,MI,1,4,"Cascade, MI"
Caryville,TN,1,2,"Caryville, TN"
Carver,MN,1,2,"Carver, MN"
Carver,MA,1,4,"Carver, MA"
Cave City,KY,1,6,"Cave City, KY"
Cayce,SC,1,12,"Cayce, SC"
Cecilton,MD,1,2,"Cecilton, MD"
Cedar Knolls,NJ,1,4,"Cedar Knolls, NJ"
Cedar River,MI,1,2,"Cedar River, MI"
Cedarburg,WI,1,2,"Cedarburg, WI"
Cedaredge,CO,1,1,"Cedaredge, CO"
Cedarville,OH,1,4,"Cedarville, OH"
Celoron,NY,1,2,"Celoron, NY"
Center,CO,1,4,"Center, CO"
Center Line,MI,1,4,"Center Line, MI"
Center Lovell,ME,1,2,"Center Lovell, ME"
Center Moriches,NY,1,4,"Center Moriches, NY"
Center Point,IA,1,1,"Center Point, IA"
Centerville,IN,1,2,"Centerville, IN"
Central,LA,1,2,"Central, LA"
Central City,PA,1,1,"Central City, PA"
Chesterfield,VA,1,2,"Chesterfield, VA"
Cheviot,OH,1,2,"Cheviot, OH"
Carthage,NC,1,2,"Carthage, NC"
Cloquet,MN,1,2,"Cloquet, MN"
Coeur D Alene,ID,1,2,"Coeur D Alene, ID"
Coconut Grove,FL,1,6,"Coconut Grove, FL"
Cobleskill,NY,1,2,"Cobleskill, NY"
Clyde,NC,1,1,"Clyde, NC"
Clover,SC,1,2,"Clover, SC"
Cloudcroft,NM,1,2,"Cloudcroft, NM"
Clio,CA,1,2,"Clio, CA"
Cohasset,MN,1,4,"Cohasset, MN"
Clinton Corners,NY,1,8,"Clinton Corners, NY"
Clinton,TN,1,2,"Clinton, TN"
Clinton,SC,1,2,"Clinton, SC"
Clinton,IL,1,4,"Clinton, IL"
Clines Corner,NM,1,4,"Clines Corner, NM"
Clifton,TX,1,4,"Clifton, TX"
Coeur D’alene,ID,1,2,"Coeur D’alene, ID"
Cohutta,GA,1,2,"Cohutta, GA"
Chicago,AZ,1,2,"Chicago, AZ"
Colleyville,TX,1,4,"Colleyville, TX"
Columbus,KS,1,1,"Columbus, KS"
Columbia City,IN,1,1,"Columbia City, IN"
Colorado City,CO,1,8,"Colorado City, CO"
Colonial Beach,VA,1,3,"Colonial Beach, VA"
Coloma,WI,1,1,"Coloma, WI"
Collins,MS,1,8,"Collins, MS"
College Corner,OH,1,4,"College Corner, OH"
Colbert,WA,1,1,"Colbert, WA"
Colfax,NC,1,8,"Colfax, NC"
Coleville,CA,1,4,"Coleville, CA"
Colerain Township,OH,1,2,"Colerain Township, OH"
Coleman,WI,1,1,"Coleman, WI"
Colebrook,CT,1,2,"Colebrook, CT"
Colchester,CT,1,2,"Colchester, CT"
Clifton,CO,1,2,"Clifton, CO"
Clfton Park,NY,1,2,"Clfton Park, NY"
Cleveland,OK,1,8,"Cleveland, OK"
Chouteau,OK,1,2,"Chouteau, OK"
Clairsville,OH,1,2,"Clairsville, OH"
City Of Industry,MD,1,2,"City Of Industry, MD"
City Of Bessember,NC,1,2,"City Of Bessember, NC"
Church Creek,MD,1,2,"Church Creek, MD"
Chubbuck,ID,1,4,"Chubbuck, ID"
Christmas Valley,OR,1,1,"Christmas Valley, OR"
Chittenden,VT,1,1,"Chittenden, VT"
Cleveland,MS,1,2,"Cleveland, MS"
Chincoteague Island,VA,1,2,"Chincoteague Island, VA"
China Township,MI,1,1,"China Township, MI"
Chimayo,NM,1,2,"Chimayo, NM"
Chimacum,WA,1,2,"Chimacum, WA"
Chiefland,FL,1,2,"Chiefland, FL"
Chickamauga,GA,1,1,"Chickamauga, GA"
Clam Lake,WI,1,2,"Clam Lake, WI"
Clara City,MN,1,2,"Clara City, MN"
Clarinda,IA,1,4,"Clarinda, IA"
Clarks Summit,PA,1,2,"Clarks Summit, PA"
Clarkstown,NY,1,4,"Clarkstown, NY"
Clarksville,AR,1,4,"Clarksville, AR"
Claysburg,PA,1,8,"Claysburg, PA"
Clayton,NJ,1,2,"Clayton, NJ"
Clayton,NM,1,8,"Clayton, NM"
Clayton,OH,1,2,"Clayton, OH"
Clayville,NY,1,2,"Clayville, NY"
Clear Fork,WV,1,1,"Clear Fork, WV"
Clear Spring,MD,1,2,"Clear Spring, MD"
Clearlake,CA,1,3,"Clearlake, CA"
Clearlake Oaks,CA,1,3,"Clearlake Oaks, CA"
Clearwater,MN,1,8,"Clearwater, MN"
Clemmons,NC,1,12,"Clemmons, NC"
Carthage,NY,1,4,"Carthage, NY"
Carthage,MO,1,2,"Carthage, MO"
Boyne Falls,MI,1,2,"Boyne Falls, MI"
Bruce,WI,1,2,"Bruce, WI"
Bryce Canyon City,UT,1,4,"Bryce Canyon City, UT"
Bryce Canyon,UT,1,8,"Bryce Canyon, UT"
Bryant,AL,1,2,"Bryant, AL"
Brunswick,MD,1,2,"Brunswick, MD"
Bruncumberland Swick,ME,1,2,"Bruncumberland Swick, ME"
Brule,WI,1,4,"Brule, WI"
Brownville,NE,1,2,"Brownville, NE"
Buckfield,ME,1,1,"Buckfield, ME"
Browntown,WI,1,2,"Browntown, WI"
Brownsville,PA,1,2,"Brownsville, PA"
Brownstown,IN,1,2,"Brownstown, IN"
Brownsburg,IN,1,4,"Brownsburg, IN"
Broussard,LA,1,1,"Broussard, LA"
Broomall,PA,1,6,"Broomall, PA"
Buchanan,MI,1,1,"Buchanan, MI"
Buckhannon,WV,1,4,"Buckhannon, WV"
Burtonsville,MD,1,4,"Burtonsville, MD"
Burdette,NY,1,2,"Burdette, NY"
Burns,TN,1,2,"Burns, TN"
Burney,CA,1,8,"Burney, CA"
Burlington,KS,1,1,"Burlington, KS"
Burlington,CT,1,2,"Burlington, CT"
Burke,VA,1,4,"Burke, VA"
Burkburnett,TX,1,2,"Burkburnett, TX"
Burdett,NY,1,1,"Burdett, NY"
Budd Lake,NJ,1,2,"Budd Lake, NJ"
Burbank,OH,1,4,"Burbank, OH"
Bullhead City,AZ,1,4,"Bullhead City, AZ"
Buffalo,WY,1,2,"Buffalo, WY"
Buffalo,TX,1,4,"Buffalo, TX"
Buffalo,OK,1,2,"Buffalo, OK"
Buena Vista,GA,1,2,"Buena Vista, GA"
Brooksville,ME,1,1,"Brooksville, ME"
Brooklyn Center,MN,1,2,"Brooklyn Center, MN"
Brooklyn,IA,1,4,"Brooklyn, IA"
Brandon,SD,1,2,"Brandon, SD"
Breaks,VA,1,2,"Breaks, VA"
Brea,KY,1,1,"Brea, KY"
Brazoria,TX,1,4,"Brazoria, TX"
Brazil,IN,1,1,"Brazil, IN"
Brandywine,DE,1,8,"Brandywine, DE"
Brandon Township,MI,1,4,"Brandon Township, MI"
Brandenburg,KY,1,2,"Brandenburg, KY"
Brooklyn,CT,1,1,"Brooklyn, CT"
Branchport,NY,1,5,"Branchport, NY"
Bramwell,WV,1,2,"Bramwell, WV"
"Bradley, Fl",FL,1,4,"Bradley, Fl, FL"
Bradley,CA,1,1,"Bradley, CA"
Braddock,PA,1,7,"Braddock, PA"
Brackettville,TX,1,2,"Brackettville, TX"
Breckenridge,TX,1,3,"Breckenridge, TX"
Brewton,AL,1,1,"Brewton, AL"
Brian Head,UT,1,2,"Brian Head, UT"
Bridgeport,MI,1,4,"Bridgeport, MI"
Bridgewater,VA,1,2,"Bridgewater, VA"
Brigantine,NJ,1,4,"Brigantine, NJ"
Brighton,NY,1,2,"Brighton, NY"
Brinkley,AR,1,8,"Brinkley, AR"
Broadalbin,NY,1,4,"Broadalbin, NY"
Broadus,MT,1,1,"Broadus, MT"
Broken Bow,NE,1,2,"Broken Bow, NE"
Broken Bow,OK,1,1,"Broken Bow, OK"
Bronson,FL,1,4,"Bronson, FL"
Brookeshire,TX,1,4,"Brookeshire, TX"
Brookfield,IL,1,2,"Brookfield, IL"
Brookhaven,MS,1,1,"Brookhaven, MS"
Brooklin,ME,1,2,"Brooklin, ME"
Burnsville,NC,1,2,"Burnsville, NC"
Bushnell,FL,1,4,"Bushnell, FL"
Carthage,IL,1,4,"Carthage, IL"
Canton,MO,1,2,"Canton, MO"
Carlinville,IL,1,2,"Carlinville, IL"
Carefree,AZ,1,2,"Carefree, AZ"
Captiva Island,FL,1,2,"Captiva Island, FL"
Captiva,FL,1,4,"Captiva, FL"
Canyon Point,UT,1,3,"Canyon Point, UT"
Canyon,TX,1,1,"Canyon, TX"
Canton,IL,1,2,"Canton, IL"
Carlton,MN,1,8,"Carlton, MN"
Canon City,CO,1,12,"Canon City, CO"
Cannon Ball,ND,1,6,"Cannon Ball, ND"
Canby,OR,1,2,"Canby, OR"
Canadian Lakes,MI,1,2,"Canadian Lakes, MI"
Canaan,NY,1,2,"Canaan, NY"
Campton Hills,IL,1,2,"Campton Hills, IL"
Carlisle,AR,1,4,"Carlisle, AR"
Carlyle,IL,1,1,"Carlyle, IL"
Butler,GA,1,4,"Butler, GA"
Caro,MI,1,1,"Caro, MI"
Carson,MI,1,2,"Carson, MI"
Carroll,IA,1,4,"Carroll, IA"
Carrizo Springs,TX,1,10,"Carrizo Springs, TX"
Carrabelle,FL,1,4,"Carrabelle, FL"
Carpentersville,IL,1,1,"Carpentersville, IL"
Carol Stream,IL,1,2,"Carol Stream, IL"
Carnot-moon,PA,1,2,"Carnot-moon, PA"
Carmel,NY,1,6,"Carmel, NY"
Carneys Point Township,NJ,1,2,"Carneys Point Township, NJ"
Carneys Point,NJ,1,12,"Carneys Point, NJ"
Carnesville,GA,1,4,"Carnesville, GA"
Carnation,WA,1,9,"Carnation, WA"
Carmichaels,PA,1,2,"Carmichaels, PA"
Carmichael Ca,CA,1,12,"Carmichael Ca, CA"
Campton,NH,1,3,"Campton, NH"
Campton,KY,1,3,"Campton, KY"
Cameron,TX,1,2,"Cameron, TX"
Caballo,NM,1,2,"Caballo, NM"
Cadott,WI,1,2,"Cadott, WI"
Cadiz,KY,1,2,"Cadiz, KY"
Caddo Mills,TX,1,4,"Caddo Mills, TX"
Cabot,VT,1,2,"Cabot, VT"
Cabool,MO,1,4,"Cabool, MO"
Cabins,WV,1,2,"Cabins, WV"
Byron,NY,1,4,"Byron, NY"
Cameron,LA,1,2,"Cameron, LA"
Byron,IL,1,2,"Byron, IL"
Byron,CA,1,2,"Byron, CA"
Byrdstown,TN,1,2,"Byrdstown, TN"
Byesville,OH,1,4,"Byesville, OH"
Byers,CO,1,2,"Byers, CO"
Buxton,OR,1,3,"Buxton, OR"
Cairo,GA,1,2,"Cairo, GA"
Calabash,NC,1,1,"Calabash, NC"
Calcium,NY,1,8,"Calcium, NY"
Caldwell,OH,1,4,"Caldwell, OH"
Caldwell,TX,1,8,"Caldwell, TX"
Calera,OK,1,1,"Calera, OK"
Caliente,NV,1,2,"Caliente, NV"
Callaway,FL,1,4,"Callaway, FL"
Callicoon,NY,1,2,"Callicoon, NY"
Calumet,MI,1,1,"Calumet, MI"
Calumet,OK,1,8,"Calumet, OK"
Calumet City,IL,1,1,"Calumet City, IL"
Calverton,NY,1,4,"Calverton, NY"
Cambridge,ID,1,1,"Cambridge, ID"
Cambridge,MN,1,2,"Cambridge, MN"
Cambridge,NE,1,2,"Cambridge, NE"
Cambridge Springs,PA,1,2,"Cambridge Springs, PA"
Harrison,AR,1,1,"Harrison, AR"
Harrisonville,MO,1,6,"Harrisonville, MO"
Harrisville,PA,1,12,"Harrisville, PA"
Newfoundland,PA,1,2,"Newfoundland, PA"
Newton Grove,NC,1,2,"Newton Grove, NC"
Newton,NC,1,1,"Newton, NC"
Newton,KS,1,1,"Newton, KS"
Newport,NC,1,2,"Newport, NC"
Newhall,CA,1,1,"Newhall, CA"
Newhalem,WA,1,5,"Newhalem, WA"
Newcomb,NY,1,2,"Newcomb, NY"
Newtown,PA,1,12,"Newtown, PA"
Newcastle,WA,1,4,"Newcastle, WA"
Newcastle,ME,1,2,"Newcastle, ME"
Newcastle,CA,1,1,"Newcastle, CA"
Newburgh Heights,OH,1,4,"Newburgh Heights, OH"
Newberry,SC,1,2,"Newberry, SC"
Newberry,MI,1,2,"Newberry, MI"
Newton Lower Falls,MA,1,2,"Newton Lower Falls, MA"
Niagara University,NY,1,2,"Niagara University, NY"
North Chili,NY,1,8,"North Chili, NY"
North Bay Village,FL,1,2,"North Bay Village, FL"
North Canaan,CT,1,8,"North Canaan, CT"
North Branford,CT,1,1,"North Branford, CT"
North Branch,MI,1,2,"North Branch, MI"
North Billerica,MA,1,2,"North Billerica, MA"
North Berwick,ME,1,1,"North Berwick, ME"
North Beach,MD,1,2,"North Beach, MD"
Norris,TN,1,2,"Norris, TN"
Nine Mile Falls,WA,1,2,"Nine Mile Falls, WA"
Norris,MT,1,1,"Norris, MT"
Norridge,IL,1,4,"Norridge, IL"
Normandy Park,WA,1,2,"Normandy Park, WA"
Norfolk,CT,1,2,"Norfolk, CT"
Nolanville,TX,1,2,"Nolanville, TX"
Nitro,WV,1,1,"Nitro, WV"
Newark,MD,1,1,"Newark, MD"
